nom_rue,longueur_km,segments
Am Bachkanal,0.35840366765848825,2
An der Sandgrube,5.062852313082857,6
Schopfheimer Straße,0.16527844972892428,1
Trainstraße,0.06805747554018814,1
Lörracher Straße,0.12980027573394354,1
Am Pfinztor,1.4742223435011528,8
Töpferweg,0.6764497221987106,2
Keramikweg,0.19767448686514502,2
Fießlerweg,0.13890564165349648,3
Karl-Martin-Graff-Straße,0.46174063838197665,1
Winkler-Dentz-Straße,0.10414925091815394,1
Nagoldstraße,31.74403981106856,3
Würmstraße,0.06037663564614711,1
Schlössleweg,0.2910485962905446,3
Auf dem Schlössle,0.09307090587913004,1
Lußstraße,0.7406817178640364,2
Borsigstraße,0.7864344306136059,4
Schoemperlenstraße,1.4709919283067716,3
Gablonzer Straße,1.8256686813552125,6
Lußsteige,0.15323253072379828,1
Am Lerchenberg,6.492832863951779,2
Jung-Stilling-Straße,0.3000543584296368,1
Louise-Schroeder-Weg,0.11672456149534537,1
Elly-Heuss-Weg,0.5152804468642695,2
Im Rosengärtle,1.0651765616462443,3
Pfistergrund,1.242318233516469,4
Am Floßgraben,0.7642176666397007,5
Hahnemannstraße,0.4544040917318175,3
Josef-Schmitt-Straße,0.32194684527552425,1
Lothar-Kreyssig-Straße,1.4844217328735876,6
Ehlersstraße,11.028445191374182,3
Geigersbergstraße,0.9452882339698531,2
Unterer Lußweg,0.29089285757787314,1
Georg-Scholz-Straße,0.5176059241482585,1
Karl-Jäck-Weg,0.6034624480571354,4
Neckarstraße,15.538701380992677,7
Kämpfelbachweg,0.09855730779170634,1
Albstraße,56.86520410753921,10
Walzbachweg,5.134625875700722,4
Tullaweg,2.6936578260947006,9
Brückenäckerweg,0.33444802207382784,1
Oberfeldweg,0.11491129414860009,2
Köblerweg,0.6507427241792002,2
Carl-Langhein-Straße,0.12385337216669653,2
Margarethe-Hormuth-Straße,0.16040006226290662,1
Marstallstraße,2.1050215519076363,8
Käthe-Kollwitz-Straße,10.729540981627324,6
Erich-Heckel-Straße,2.930190531824495,11
Im Rennich,0.22315463857051587,2
Carl-Hofer-Straße,1.2302217641941293,2
Paul-Klee-Straße,0.45354544405346786,4
Ernst-Barlach-Straße,2.6038986221860934,6
Im Kennental,0.29791065375190845,1
Max-Beckmann-Straße,0.9085779701879478,3
Am Dechantsberg,0.18125655050904302,1
Rosalienberg,0.24884344824769467,1
Schustergasse,0.13457562768779138,1
Am hohen Stein,0.5751585800836481,3
Am Knittelberg,1.2764173075009178,3
Karl-Leopold-Straße,1.108533362430853,2
Weingartener Straße,23.088563278104424,7
Am Grafenacker,0.4745812766593786,3
In den Weihergärten,0.5382887105440787,3
Im Lanzinger,0.16331356026398253,1
Im Jäger,0.18082223345714962,1
Im Fischerweg,0.23029764027894487,1
Gartenäckerweg,0.14327913719792418,1
Ziegeleistraße,23.70164418748053,2
Im Mehl,0.11947841699867304,1
Am Liepoldsacker,0.5351999115932724,1
Werrabronner Straße,0.4536336697621152,1
Am Gießbach,0.7193664865450528,4
Fröbelstraße,0.5375164078503634,4
Eugen-Kleiber-Straße,0.3671411680901181,1
Vierzehn Morgen,0.2994163867809467,1
In der Setz,0.1547494219266873,2
Obere Setz,0.1647970552764008,1
Junge Hälden,0.400676505511284,1
Heinrich-Lilienfein-Weg,0.35442904646815143,3
Heinrich-Kurz-Straße,0.4089925172384543,1
Stiller Winkel,0.32604401597812926,2
Östliche Rheinbrückenstraße,6.9273444737179295,13
Carl-Friedrich-Straße,0.3223735470724685,1
Wilhelm-Trübner-Weg,0.7645373996558131,4
Besoldgasse,0.27834508289044285,2
Dreikönigstraße,0.3665343117030497,1
Goldwäschergasse,0.1361213234742685,1
Kirchbühlstraße,0.1462764634813242,1
Neufeldstraße,3.0459426340114213,4
Am Sandberg,19.58185558933084,6
Elsternweg,0.2552395432600359,2
Bruchweg,2.3867701695332113,4
Kolbengärten,0.15166776575260307,1
Blenkerstraße,0.45486348181352,1
Jakob-Dörr-Straße,1.5500594331408724,4
Im Bipples,0.20206767558338914,1
Kammerlachweg,0.11893601155749067,1
Retzlachweg,0.11675573399077871,1
Max-Dortu-Straße,0.2404434552771351,1
Elsässer Straße,14.9964016904555,2
Gartenweg,0.2410619935017957,1
Paula-Modersohn-Straße,0.33311380165939286,2
Emil-Nolde-Straße,0.0632748380521033,1
Max-Liebermann-Straße,1.636372285588689,8
August-Macke-Straße,0.0582196976720175,1
Buschwiesenweg,0.5298149348215211,2
Rabenweg,0.2110935370195408,3
Willi-Kastin-Weg,1.1206404811481459,4
Blohnstraße,0.47638879197362183,4
Ziegelstraße,0.3535688462569692,1
Kohlenstraße,0.20130817406354212,1
Liststraße,5.147800235422783,8
Keßlerstraße,0.6938570291397715,5
St.-Ulrich-Straße,0.20997340970702172,1
Erschließungsstraße Süd,3.4394984860607236,13
Im Biesel,0.456470502111078,2
Kolpingstraße,57.24786378275925,6
Wachenburgweg,0.5245781178211445,2
Fremersbergweg,0.4648945534288419,2
Yburgweg,0.5362734039170991,2
Plättigweg,0.391827183931879,1
Gockelsweg,6.905333372287168,5
Köpflesweg,3.653709220932309,5
Im Eichbusch,0.24657663307446367,1
Hagsfelder Allee,39.892049904918494,27
In den Brüchleswiesen,2.3961604603731557,5
Gewann Amtmännenwiese,0.5443859599679881,1
Häfenweg,25.386277976806653,7
Grötzinger Straße,19.946742082085,31
Am Wasen,1.1730490054233937,2
Am Rain,24.012090345401255,2
Am Werren,0.19956363553976558,1
Im Winkel,0.18434934804814948,1
In der Au,28.321808433615708,2
Am Gestade,0.33599425333105554,1
Rheinaustraße,10.678394557815851,12
Einsteinstraße,14.716164188176803,7
Daimler-Benz-Straße,0.3438681043650047,1
Siemensstraße,74.13896278028334,9
Max-Planck-Straße,0.5233556570304564,3
Baumgartenstraße,0.3807183814212828,2
Querspange,8.473009489932213,19
Jakobstraße,0.7059002299444339,3
Fränznickstraße,0.40856381142641174,1
Paulusstraße,0.36273942108519164,1
Schulstraße,103.34947258213539,9
Friedrich-Wilhelm-Straße,0.6540939325927474,3
Hans-Saaler-Weg,0.2903773499905248,1
Akazienweg,82.23970256083524,6
Rösselsbrünnlestraße,0.31388388406356105,1
Narzissenstraße,0.2722955561913539,1
Am Bitterberg,1.2627575457656355,7
Kirchaubrücke,0.04448262090325896,1
Zur Allmend,1.251272412422621,3
An der Rennbahn,1.5421795642419298,4
Max-Becker-Straße,1.8073592312747377,4
Rudolf-Diesel-Straße,85.83825703362466,4
Heinrich-Brunner-Straße,0.15064942262913728,1
Haydnstraße,53.343300319258866,4
Goethestraße,155.72355224788012,27
Kanalstraße,18.54260949981333,4
Dörnigstraße,1.1312271032850756,4
Julius-Bender-Straße,2.9636950103161794,10
An der Tagweide,3.6100164484004797,7
Siegelgrundstraße,0.2975702039423695,2
Gladiolenstraße,0.3962315022603187,1
Margeritenstraße,0.4211265366549625,1
Begonienstraße,0.18060120231528945,1
Franz-Joseph-Buss-Straße,0.6165617085007749,2
Nell-Breuning-Ring,0.8904275831493861,4
Steinäckerstraße,0.3044364385124776,1
Dornröschenweg,0.36804247068786555,1
Kleiner Pfad,0.14026970568414818,2
Im Brühl,3.559351502095485,9
Hauptstraße,669.6263266366607,87
Steingassweg,1.4943263045148003,2
Steigweg,1.9416706076894388,6
Ruländerweg,1.247220358111359,2
Am Bruch,16.9559985742536,4
Speerstraße,0.21058956968967496,2
Guckallee,1.0492827577482973,2
Leipziger Straße,14.640415541619998,3
Wolfstraße,0.11898128612578102,1
Rosenstraße,58.58809851346892,8
Hauptweg Links,1.2490657865852264,3
Bashaide,11.247775239397985,11
Friedrich-Naumann-Straße,3.1805650254748743,7
Madenburgweg,0.6994410043876956,3
Wilhelm-Kolb-Straße,0.16871226596905597,2
Nancystraße,1.777918383193783,7
Auf den Eiswiesen,0.18702675568437863,1
Hardenburgweg,0.2474819626185719,1
Ludwig-Haas-Straße,0.6158951108608719,2
Binsenschlauchweg,0.42324766412301007,1
Wilzerstraße,0.823723352846365,1
Am Heegwald,0.8326450863557892,3
Auf der Breit,1.943538732736353,8
Herdweg,16.639662599185968,23
Franz-Schnabel-Straße,0.252042608194631,1
Gernotstraße,0.37743915953219764,1
Westenstraße,0.5662206215797636,1
Nibelungenring,2.245938041861492,5
Guntherstraße,13.584865619780228,5
Dresdner Ring,0.6960030838980199,2
Witzenstraße,0.29555464071697474,2
Südenstraße,0.24803871287045015,1
Rohrackerweg,16.769279032714618,4
Enzianweg,0.07846330226815304,1
Narzissenweg,0.20050890430503998,1
Tolnaplatz,0.13545636953968432,2
Büchiger Straße,0.32256971182091276,1
Badstraße,1.077263504160067,5
Gymnasiumstraße,69.96544502243282,20
Wiesenstraße,47.34818505076037,18
Dr.-Wohnlich-Straße,0.6719478157362,2
Uhlandplatz,0.11030007982065643,1
Ernst-Vögele-Straße,0.2434299589209488,1
Winkelpfad,0.2953545159583204,3
Josef-Wolf-Straße,0.5760620420084225,3
Am Dickhäuterplatz,1.0800733456084999,3
Hermann-Schneider-Allee,35.28244282250848,21
Seegasse,0.4041247053392098,1
Grillenweg,0.17970645740198274,1
Schmetterlingweg,0.18561270944225483,1
Am Turnerplatz,0.4764633910034061,3
Artillerieweg,2.5976981910683263,3
Wilhelm-Danner-Straße,1.8200569218756126,3
Karl-Schlageter-Straße,0.7719036605341245,2
Gottesauer Straße,69.02865063727636,9
Sofienstraße,0.8934959447689343,2
Am Rheinberg,0.18068274323784683,1
Kastenwörthstraße,0.49123448568074884,1
Kirchbühl,0.29101709337965703,1
Mondstraße,0.06266006730145296,1
Hans-Grötzinger-Allee,0.08545950198192044,1
Am Dorfbach,0.20219553648765218,1
Hinter Gierle Weg,1.0094696460556254,1
Cany-Barville-Straße,4.630237364667986,9
Steinlache,0.466074468806762,4
Am See,21.616001277845893,2
Theresienstraße,0.4266545877116979,3
Burgaubrücke,0.02815146452831147,1
Helmut-Grobs-Allee,0.6304652278561376,2
Im Oberviertel,0.3545653191304646,2
Schöllkopfweg,0.5082266497643761,1
Friedrichstraße,118.35310901438855,20
Odenwaldstraße,25.21733455428109,2
Albgaustraße,2.5823136272129092,4
Silcherweg,0.4501078520616594,2
Hochäcker,0.09134838589836475,1
Kurpfalzstraße,0.08982935087165535,1
Vinumstraße,0.09328307054546377,1
Bayernstraße,0.09630332361568485,1
Elisabethenstraße,1.502068469932608,3
Obere Gass,0.32144481215671056,2
Im Säuterich,0.5648444312919632,1
Dessauer Straße,0.13954221994372287,1
Im Langbruch,0.17710011518646634,3
Baischstraße,0.2768016538119426,3
Virchowstraße,22.47405200096473,3
Werner-Siemens-Straße,2.1638814973256872,7
Höhefeldstraße,1.2276864939613934,2
Breitwiesenweg,3.8935884381388943,5
In den Viehwiesen,0.6600384261591977,3
Karl-Benz-Straße,0.30630412839178867,1
Kehrwiesen,0.32466087916794195,1
Pfarrer-Nikolaus-Straße,0.4583256045471787,3
Neue Bahnhofstraße,0.3363056750038305,1
Am Eisweiher,0.9374433652593893,5
Messnergasse,0.09705194730253094,1
Theodolindestraße,0.3411100862115686,1
Halslache,1.2352124524842287,2
Seilerstraße,0.2257166036619236,1
Hostert,0.11776433824242176,1
Allmendgärten,0.6623013098716556,3
Hechtstraße,0.12835491365374257,1
Karpfenstraße,0.08492062926282301,1
Fischerstraße,28.427192167922794,5
Jacques-Offenbach-Straße,0.20797747370609218,1
Johann-Sebastian-Bach-Straße,0.170036083637705,1
Kreuzweg,0.3378730322022095,1
Rheindammstraße,0.8575207446807799,3
Hermann-Quack-Straße,0.6051895817314623,3
Im Bögel,0.2844267721208695,1
Raffineriestraße,1.810138133596782,9
Nördliche Raffineriestraße,2.980784598979367,7
Gewann Kriegäcker,0.39809706674974316,1
Lothringer Straße,0.21528702016829765,1
Lauterburger Straße,0.34922843760326955,2
Maxauer Straße,16.798003029120657,3
Im Spiegelgärtle,0.4658941995350656,3
Im Zeitvogel,0.30866349071707305,2
In der Tasch,0.46670684227169124,3
Steinlesweg,0.1448815328151667,1
Kirchstaig,0.1444710194928207,2
Ochsenstraße,35.66830437875021,16
Im Löhl,0.17650940532541676,1
Zum Wald,0.2776303966082955,1
Pfizerstraße,2.137912243347459,7
Karl-Pfizer-Anlage,0.39970637989361507,2
An der alten Bach,0.14956722998465438,1
Am Kirchensämle,0.09922997732463971,1
Vokkenaustraße,1.24065858391837,2
Im Eisenhafengrund,1.5075337095230377,2
Hasensprung,0.5031751060354128,4
Sumpfweg,2.1249397740804463,3
Stupfericher Weg,13.619093445626246,6
Köhlerweg,0.14868027347140103,1
Am Thomashäusle,0.4140302490844409,1
Am Vogelhäusle,0.05497736322611495,1
Wildbader Straße,1.354065754212363,2
Hirsauer Straße,0.101862963185477,1
Am Fächerbad,0.35721998123378546,5
Dietrich-Bonhoeffer-Straße,28.79734816388909,3
Behringstraße,0.28541216335541264,2
Raiffeisenstraße,13.734134575350073,6
Joseph-von-Eichendorffstraße,0.11968633871268414,1
Schumanstraße,0.3871784704334271,2
Gustav-Mahler-Straße,0.19989163918223934,1
Carl-Maria-von-Weber-Straße,0.18913833591870619,1
Im Abtsgründel,0.15335071142208928,1
Quergasse,0.21735117852531813,2
Beim Wasserturm,0.4537983612710529,3
Rosenplatz,0.15990541646620082,1
Kirchgasse,47.22959129255698,6
Ottostraße,41.499617055523,24
Schlesierstraße,16.461010064058218,2
Böcklerstraße,0.5725700405504327,3
Lüdersstraße,0.17376655133799257,2
Schumacherstraße,2.7158096916151067,7
Erzberger Ring,0.4619791823560687,2
Epernayer Straße,1.3819899670562628,3
Dehlerstraße,0.12242346706647413,1
Pulvergartenstraße,0.45711144466055337,3
"Albbrücke, Hl. Nepomuk",0.01789699026222926,1
Entengasse,0.7646121694137507,3
Steigenhohlstraße,2.1912369928525566,5
Adalbert-Stifter-Straße,3.0013774683367473,4
Vogelsangweg,3.805196940812309,8
Adolf-Kolping-Straße,1.497285046274267,4
Gottfried-Keller-Straße,0.27295600337396897,1
Friedrich-Ebert-Straße,26.35360906727436,3
Augustin-Kast-Straße,0.36259595372650094,1
Heinrich-Heine-Straße,0.2371569094404112,1
Vordersteig,0.7262183985598316,2
Friedensstraße,0.5687633516880447,2
Schillingsgasse,0.10407648567980562,2
Lauergasse,0.4497774591783099,2
Färbergasse,0.17596456893301188,2
Bürgerweg,0.18125724890447215,1
Ricarda-Huch-Straße,16.89098025642153,2
Augustastraße,7.592151265438521,2
Winzerallee,1.2600180437433013,9
Badener-Tor-Straße,0.17995810485248995,1
Fliederweg,51.80792320868927,6
Nelkenweg,13.268889912072657,4
Lise-Meitner-Straße,19.349597248959377,7
Glashütte,0.0701391600592241,1
Im Woog,0.5165817450294838,1
Rappenhecke,0.08813752080004013,1
Krautgärten,0.11401031154547642,1
Potsdamer Straße,0.18489392095902,1
Jägerhausstraße,1.4413749171951205,9
Im Herrschaftsbruch,1.5166040395981901,4
Sophie-Scholl-Straße,55.796085314059326,8
Im Brügel,0.8020319984171436,2
Mützenau,0.6739831852266273,2
Clara-Schumann-Straße,0.11659389291868656,2
Elly-Heuss-Knapp-Straße,0.13032280238773755,1
Effenstiel,1.6657500119294169,3
Fontanestraße,0.12444755828325868,1
Hegelstraße,0.47970898336311274,2
Schopenhauerstraße,0.21528536040940952,2
Werrabronn,0.26006631450655876,1
Apothekenstraße,0.12261331919173321,1
Langewingertstraße,0.2817032170920886,1
Am Erlengraben,0.5168439960354877,4
Mohrenstraße,0.10137107558518034,1
Parkstraße,17.296668530815918,5
Im Rüsten,0.31505530878266313,1
Schweriner Straße,29.350156616634855,3
Im Niederstock,0.14898609493660595,1
Pommernstraße,0.11371041094569295,1
Lohmühlwiesen,0.16269405460700076,1
Auf der Setz,0.24591765517125158,3
Liverdunplatz,0.1412836778775672,1
Silvanerweg,0.09598582963952486,1
Müller-Thurgau-Weg,0.11076220730999883,1
Traminerweg,0.36169097108160764,2
Kirchstraße,34.502231091384616,19
Kirchgässle,0.14957983561936575,2
Am Alten Friedhof,0.46794950212761927,2
Mittelweg,21.531265450690867,5
Kirchbergstraße,2.6670459229335512,4
Marktplatz,55.656620552399126,12
Neuwiesenrebenstraße,0.5838154627157822,1
Benedikt-Schwarz-Straße,0.31446914289814537,2
Joseph-Rummel-Straße,0.17366187235196753,1
Leopold-Ziegler-Straße,0.03685708993456613,1
Hauffweg,0.08029302413368893,1
Grimmweg,0.21509196082292262,1
Irenicusstraße,0.22184786426083286,2
Hansjakobweg,0.19261258042479074,1
Hebelweg,0.21307030805333593,1
Reuterstraße,0.12481214256384411,1
Am Pelzrain,0.09786910537480493,1
Hußstraße,0.2026768708270659,1
Roger-Menu-Straße,0.15233705530036343,2
Roland-Betsch-Straße,0.14227441823834486,2
Wilhelm-Jordan-Weg,0.34235502361215925,4
Schöner Pfad,0.26470275538858845,2
Erlerstraße,0.1786733494587228,1
Odertalweg,0.3609226169021222,2
Nachtweide,0.6871331191406503,2
An der Rainmühle,0.17064964928106333,1
Buchheimer Weg,0.4475386623587525,2
Kirchenstraße,3.7629383016914884,6
Traugott-Bender-Weg,6.141814847838372,16
Weg 3,11.231478859974487,5
Weg 2,18.551028084010678,7
Mühlbergerstraße,0.08650805658923405,1
Sanddornweg,1.0387357520190466,5
Weg 9a,0.42920972954921177,1
Obere Weide,0.5784679236567645,4
Annette-v.-Droste-Hülshoff-Weg,0.5443619886884965,2
Probststraße,0.5729232417218568,5
Hans-Thoma-Weg,0.19970849330962345,1
Georgstraße,11.077262407703412,4
Hebelstraße,25.575455834660026,10
Engelstraße,0.12437799919514166,1
Schafstraße,0.16761608657496993,5
Winkelgasse,0.05124223043022558,2
Gottlob-Schneider-Straße,0.9724530429348497,4
Im Albgrün,0.08365448353015181,1
Theodor-Körner-Straße,31.276288094384554,3
Am Lindscharren,1.4849121210974274,8
Josef-Stöhrer-Weg,1.686418258361017,4
Hohewiesenstraße,4.067637807746836,6
Neißeweg,0.1399904919001413,2
Lausitzweg,0.1884697734271413,2
Am Junkertschritt,0.3907090846765493,1
Ankerberg,0.2865290555773401,1
Ehrlichweg,0.34045727593227726,1
Landstraße,5.776272331673527,7
Pfeifferallee,2.9255531863741586,6
Fisperweg,1.5809402761903906,5
Kleindammweg,0.4930441530892698,1
Industriestraße,83.11244553449635,15
Robert-Koch-Straße,8.861095249838094,2
Pestalozzistraße,10.536982282839704,2
Sternengasse,0.7717545887576466,7
Sparbenhecke,1.9046950098584412,9
Deichweg,0.21672173543059906,1
Im Sportpark,0.43171340116767515,1
Erwin-Vetter-Platz,0.8337350241371974,7
Oberer Legel,1.9418560588196294,3
Kriegstraße,0.2493440506839078,1
Franz-Allgaier-Straße,0.7236485510398358,1
Storchenstraße,0.8903814419034964,5
Am Erlengrund,0.4253035242252771,2
Keltenstraße,0.48511947802251193,2
Schlüsselstraße,0.05542640815917444,1
Alleenstraße,0.2187567692236956,1
Hoffstraße,0.3618806117190757,1
Scheibenhardter Weg,28.844688030208996,12
Kleine Kirchenstraße,0.4070127344042514,1
Haldenwangstraße,0.16196154996214243,1
Tullaplatz,0.9976400731338232,8
Katharinastraße,0.12369215493709185,1
Merkurstraße,1.2334089200674416,7
Lokalbahnstraße,13.62953901864664,4
Rappenwörthstraße,5.960628339120071,11
Elsässer Platz,0.39423991326933383,2
Etzelstraße,0.6089323989095253,2
Sparkassenhof,1.0113103270061983,14
Julius-Leber-Platz,0.24291988646417106,1
Hermann-von-Helmholtz-Platz,1.2784431453269027,12
Reinhard-Kutterer-Weg,0.5061360350611068,1
Sicherheitstrainingsplatz,0.440737733221936,1
Am Wasserwerk,0.37315167622708356,1
Heinz-Knobloch-Gasse,0.055285762346171136,1
Hainbuchenweg,14.229053526564721,2
Rotkäppchenweg,10.964080745232124,2
Ettlinger Weg,51.43612501926564,9
Rheinbergpfad,0.08047035623539495,2
Kinzigstraße,41.161761215935655,6
Hauptweg 1,1.1952851056717633,3
Damaschkeweg,0.5608457299126076,1
Heinrich-Dill-Weg,0.1924863749790869,1
Försterweg,0.5598130962720489,2
Hohe Erlen,0.8321405995195325,2
Konrad-Adenauer-Straße,1.4746469666540913,4
Untere Trift,0.382626091368924,3
Spitzsangweg,1.225924761274824,1
Zündhütle Weg,1.0380206378882828,3
Tulpenweg,74.68578878370661,10
Rolf-Mumbach-Allee,0.10815307884085308,1
Otto-Hahn-Straße,12.705360153277661,4
Werner-Heisenberg-Straße,0.1784829275487006,1
Auf den Heilberg,1.182369937708267,6
Lorscher Straße,0.08091894343889312,1
Klettgauweg,0.10829909421350292,1
Baarweg,0.09907952582483437,1
Heubergweg,0.09373951511560794,1
Schönbuchweg,0.09801733502871518,1
Heckengäuweg,0.09455673235934474,1
Sterntalerstraße,1.924326315697883,9
Buchenring,1.322575637722907,2
Hänsel-und-Gretel-Weg,0.3637384847044516,2
Kreisstraße,0.13871107923904868,2
Brückstraße,0.6561569307447181,7
Burgunderweg,0.46573190165705003,1
Rieslingweg,0.25791017874357947,1
Gutedelweg,0.19060514043709306,1
Hahnäcker,0.02758183829985499,1
Friedrich-Kallmorgen-Weg,0.39565107875529937,2
Lögelbergring,0.24403808477558234,1
Faberstraße,0.23044493767980984,1
Heuscheuerweg,0.960974070990023,1
Rudolf-Koch-Weg,3.8288002277158757,4
Katzenbergweg,0.4265871367773022,3
Magnolienstraße,0.13728507800429157,1
Max-Liebermann-Weg,0.1239312215835415,1
Käthe-Kollwitz-Weg,0.12314833450646151,1
HAP-Grieshaber-Weg,0.1359186481262632,1
Weg 4,17.114722305992533,5
Weg 5,17.75007116956173,6
Weg 12,0.34450349871152963,1
Weg 11,0.32947100196489815,1
Weg 10,0.31591141539676004,1
Weg 9,0.30199369684143285,1
Im Grund,0.16140824891986338,1
Im Kirchspitzen,0.323546914857879,1
Douglasienweg,113.22346823274506,6
Erna-Scheffler-Straße,1.129003583380864,5
Hagsfelder Weg,18.36522676944445,10
Wilhelm-Stern-Straße,0.25378023431969643,1
Dr.-Gustav-Knodel-Straße,0.6551136539855068,3
Sankt-Antonius-Weg,0.08304951103494933,1
Sankt-Veit-Weg,0.09551632118484166,1
Berliner Ring,0.29928025656287877,1
Potsdamer Ring,0.6132268664189537,1
Wielandstraße,0.13437425913233128,1
Ludwig-Neck-Straße,0.5494383017775428,1
Erfurter Ring,0.409426530236687,2
Magdeburger Ring,0.4761628722975599,1
Querfurter Weg,0.07489861727381994,1
Obhausener Weg,0.08184594297801796,1
Wagnerstraße,0.8769267853219362,3
Lenaustraße,0.38369679943595175,2
Mörikestraße,12.83310743376689,2
Baumannstraße,0.18098052377531604,1
Eichendorffstraße,0.337320726456843,1
Ludwigstraße,38.88449081071215,8
Frühlingsweg,0.05792926656098928,1
Sommerweg,0.05595223299561056,1
Herbstweg,0.055288474910985014,1
Winterweg,0.04227559995187234,1
Hechtweg,0.05122680305445078,1
Forellenweg,0.0555981482156299,1
Am Hasenbiel,10.373000291638682,16
Donauring,1.5242833428040106,2
Schlossergasse,0.18154187620452508,7
Hirtenberg,0.5585821284550938,5
Alte Mühlstraße,0.2934530332733073,1
Am Bach,0.39763518418750926,2
Kruppstraße,0.5521106695828475,1
Krautenaustraße,0.9089050645954944,4
Am Quellengraben,0.6577995759323951,3
Zeißstraße,0.43744131359043004,1
Junkersring,0.7308161273678913,1
Wilhelm-Röntgen-Straße,0.8172742999551477,5
Kastanienweg,0.1512595515562558,1
Zollersweg,6.04513835264109,4
Herbststraße,0.2257516509025553,2
Franz-Neumaier-Straße,0.5648510612142656,2
Raiffeisenplatz,0.3470125534465909,2
Uhlandweg,0.13365755578659946,1
Schwimmbadstraße,0.1948094202653557,1
Ludwig-Brunner-Straße,0.299171457628914,1
Am Gestadebruch,0.24905129778148713,3
Keltergasse,0.25752902987396614,5
Grenadierstraße,1.9362150940735063,2
Edelbergstraße,3.118010115665161,7
Dahner Straße,0.19824753465253725,1
Ludwig-Dill-Straße,0.25698530400897396,1
Rahel-Straus-Straße,3.228840637701535,26
Melitta-Schöpf-Straße,0.6890387027935412,7
Klara-Siebert-Straße,0.914223781888562,4
Zimmerstraße,13.98038561728554,11
Am Kohlplatz,0.12909768054011903,1
Seltenbachstraße,0.2567079642720199,1
Steinertstraße,0.07158552397038072,1
Steinwiesenstraße,0.5922390965457117,3
Jöhlinger Straße,46.68179380000728,22
Am Bahnhofsplatz,2.3569746044517137,9
Gewann Lenzenhub,0.7049924589195004,3
Am Willich,0.7834012040308486,2
Tiergartenweg,3.7574357223864205,15
Mühlenweg,1.4413153032705182,8
Nördliche Uferstraße,1.9847018877600704,9
Füllbruchweg,5.414423533195214,4
Am Vogelpark,2.1026261144342278,8
Kreuzlachallee,5.852951410618933,3
Ulmenplatz,0.1034499304699632,1
Elsterweg,0.2540697919612068,1
Holunderweg,95.45966847530597,7
Rheinauen-Naturbeobachtungspfade,0.31700162197928183,1
Kopfweg,21.1038383635763,13
Starckstraße,2.2151577244767244,12
Hangweg,0.584231299156379,2
Holtzstraße,0.22033983098714274,1
Heinrich-Köhler-Platz,0.11007891969912055,1
Fasanenweg,8.920698360850718,2
Kolpingplatz,0.18113860637920431,2
Reiherweg,0.9308087735726215,4
Gefährlicher Weg,1.3988426618154608,2
Richter Weg,2.9821570248777163,2
Krähenweg,0.0521410434002052,1
Dompfaffweg,0.03559352384299835,1
Lerchenweg,0.08526099991665316,1
Brüsseler Ring,2.7466712840069882,5
Zaunkönigweg,0.1015278765544914,1
Taubenweg,0.1606071447355141,1
Kiebitzweg,0.13086201090466903,1
Rustbergweg,0.5516535836289616,1
Gassentorstraße,0.3037329169555743,2
Märchenstraße,0.9692969243287844,4
Aschenputtelweg,0.14803465800438875,1
Frau-Holle-Weg,0.286433723482116,2
Am Hanfgarten,0.15269428573996124,1
Rapunzelweg,0.08808981684425515,2
Rumpelstilzchenweg,0.6378641837063663,3
Am Egelsee,0.11150620047156695,1
Hohe Eich,2.249208114478609,5
Heckenäcker,0.11799385964443808,2
Im Kirchfeld,0.40883259380815434,1
Lachenstraße,0.248037288754285,1
Am Steinweg,25.272358643823196,7
Am Brügel,0.17651025330532047,2
Neue Straße,0.9344456359784008,3
Bruchstraße,0.47261061422357936,1
Schloßstraße,0.3257748693398352,1
Seestraße,0.4445607990659183,1
Bleisteinerstraße,0.3329184323912599,1
Bruhrainstraße,0.053067538640133145,1
Lueschenstraße,0.28099842730190405,7
Haeselerstraße,0.1867500899480907,1
Leifertstraße,0.2863775935574232,1
v. Buolstraße,0.28214929174655057,1
Hexenstäffele,0.9379451503443914,4
Blankenhornweg,0.6373757369174746,3
Langeäckerweg,0.20613924723191487,2
Am Sohlweg,0.8749989508335932,3
Linkenheimer Straße,5.191687727848997,13
Kriemhildstraße,0.13260161953703187,1
Brunhildstraße,0.3491541664666271,2
Maiblumenweg,0.12974159183876932,2
Bahnweg,0.1647572022945656,2
Im Rosengarten,0.08531663338753695,1
Eicheläckerweg,0.6762442399051288,4
Kornblumenweg,0.22936981141728088,1
Fleckensteiner Weg,0.0820180242419094,1
Weißenburger Weg,0.056439500802827836,1
Lembacher Weg,0.06102030541118268,1
Lauterburger Weg,0.043272079752562094,1
Lützelsteiner Weg,0.15318955002295978,2
Leimenäckerweg,0.06856744553409845,2
Bad Niederbronner Weg,0.05611174283537726,1
Seltzer Weg,0.0662373095128432,1
Kolbenäckerweg,0.056451995171241096,1
Woerther Weg,0.05310630682973175,1
Hagenauer Weg,0.06565727509176643,1
Soufflenheimer Weg,0.04399769492187923,1
Saverner Weg,0.04645896878213779,1
Seegrabenweg,0.3059273594197676,2
Neuer Markt,0.16445029350056214,1
Von-Behring-Straße,0.10439574191984712,1
Hubertusweg,1.3785261096428476,1
Schwimmbadweg,0.701237779748109,1
Ruinenweg,0.7779105876978493,1
An der Anlegestelle,0.48061777795139793,4
Berglesweg,3.3898162612508407,3
Xaver-Hengst-Weg,2.0144373863434573,1
