nom_rue,longueur_km,segments
Grüner Weg,2.198856161046439,8
Blankenlocher Weg,57.05407290583661,29
Johann-Georg-Schlosser-Straße,6.17384827099767,15
Hermann-Höpker-Aschoff-Straße,0.37884753154107254,5
Eduard-von-Simson-Straße,0.09220893837058566,1
Hans-von-Dohnanyi-Straße,0.09690065750536415,1
Fichtenweg,67.95058009153782,7
Eibenweg,13.050075157478036,2
Forlenweg,172.68358415708443,17
Zedernweg,0.7041179388538144,1
Föhrenweg,0.6961110381788247,1
Lärchenweg,75.96014739642766,8
Tannenweg,79.95061761801767,7
An der Waldschule,1.5163199931031406,8
Zehntwaldstraße,1.5508221581549795,3
Wacholderweg,14.795877368736903,2
Ginsterweg,16.9470740369498,2
Waldmeisterweg,0.11662680854366482,1
Moosweg,0.22569079799281722,2
Mistelweg,0.22035826374894868,2
An der Vogelhardt,0.7281401112403453,4
Donauschwabenstraße,1.7341935713116512,3
Kiefernweg,102.82554637048507,8
Thujaweg,0.5565731467528766,4
Leopoldshafener Straße,0.5214895348268093,1
Hochstettener Ring,0.41692834440186455,2
Rußheimer Straße,0.21169317976030166,1
Liedolsheimer Ring,0.531019662916792,1
Zypressenweg,0.36565032877637166,1
Eulenweg,14.65051091828808,2
Zeisigweg,0.12585785079538764,1
Unterfeldstraße,3.8621249808393587,12
Neureuter Hauptstraße,19.280490646634085,15
Untere Hardtstraße,0.9792110225804468,7
Spöcker Straße,0.6377252969704345,5
Moldaustraße,4.6845605603483795,11
Alte Bahnlinie,0.4829853015734552,2
Weißdornweg,1.6558379156218221,11
Gildestraße,0.5723055026363255,1
Königsberger Straße,98.31213170764727,15
Breslauer Straße,66.37866519458355,36
Schweidnitzer Straße,1.1877883741351363,10
Am Sportpark,96.52640506960216,23
Tilsiter Straße,1.5721860417790232,7
Allensteiner Straße,0.8477351086966662,2
Stettiner Straße,56.70297612958532,11
Rintheimer Querallee,23.615683945240985,24
Steinhofstraße,1.002253635221944,2
Siebenmannstraße,0.6621142978816659,4
Grünberger Straße,0.28691693703860993,2
Oppelner Straße,0.21958156506846896,1
Waldenburger Straße,0.49917456742029825,5
Füßlinstraße,0.1758418142959743,1
Dollmätschstraße,0.18322566800558665,1
Weg 1,14.252578005912401,7
Liegnitzer Straße,0.7980026503440958,4
Gleiwitzer Straße,35.65429417860658,8
Forststraße,5.828681723148161,25
Okenstraße,0.19134792607877313,2
Zamenhofstraße,0.1946166998415485,2
Seiterichstraße,0.21935119227963698,2
Siegriststraße,0.19084528150821845,1
Kapellenstraße,35.06772475602754,38
Efeustraße,0.21261186557290498,1
Gerberastraße,0.6929897161141259,3
Enzianstraße,0.40247905444707877,1
Farnweg,25.08338598922683,2
Windelbachstraße,0.5600045553963017,2
Neubergstraße,0.5341472107740266,3
Sonnenbergstraße,7.277669611026881,3
Reutstraße,0.3497012469052663,1
Weiklesstraße,0.43254593192632507,1
Eichwaldstraße,0.3467201403833277,1
Zum Sportzentrum,0.4309472404904079,2
Höhenstraße,0.14776980916662652,1
Wiesentalstraße,0.1948001135544265,1
Gänsbergstraße,0.6910485697591735,3
Rieslingstraße,1.301565697745067,5
Ruländerstraße,0.6373890380895851,2
Silvanerstraße,0.35175207445028134,1
Gutedelstraße,0.21906083641530247,1
Burgunderstraße,0.19496794445249135,1
Rebgärtenstraße,0.47479483533064726,1
Traminerstraße,0.3340061626522914,1
Zum Bergle,1.0542499151018745,3
Trollingerstraße,0.2721007768317802,1
Am Hang,42.15892219786831,3
Hinterm Zaun,0.31520283856413533,1
Am Schleifweg,0.19110466180608626,1
Am Illwig,0.1598825389220965,1
Stutenpferchstraße,0.32166859143784243,2
Pfefferäckerstraße,0.7419066893392522,5
Auf der Römerstraße,0.08533378012691276,2
Im Brunnenfeld,3.2991878864478936,6
Im Tann,0.14852246832666027,2
Zum Heidenfeld,0.12341187522741894,2
Grünwettersbacher Straße,1.0330616810272328,5
Im Neubruch,0.19852424445482517,1
Thüringer Straße,1.0479944702401236,4
Esslinger Straße,2.0468041638007124,7
Balinger Straße,0.19205882575540073,1
Bergacker,0.3365562702120178,3
Heidenheimer Straße,1.5068907519241934,7
Am Berg,0.8003972502478836,2
Talstraße,33.860505106205075,27
Liebenzeller Straße,0.18084282289224698,1
Im Holderbusch,0.22895332715780767,1
Am Steinhäusle,1.122423436305263,3
Wingertgasse,0.6909002450038219,1
Rötlingweg,4.858960799797583,4
Busenbacher Straße,0.42039470211498703,2
Dobelstraße,0.17163785295975667,1
Am Gräfelsberg,0.3631080096176646,1
Am Michelsberg,0.2753593515147319,2
Pfeilerweg,3.7606774122777544,4
Zur Schmalzwies,0.21893621771682295,2
Horfstraße,0.8981667914256604,2
Neuenbürger Straße,0.5023395781547194,1
Friedhofweg,0.6709467342098796,5
Alte Palmbacher Straße,0.2064061585829485,1
Am Zollstock,2.057505553099859,8
Sigmaringer Straße,0.13822455270743453,1
Am Pfarrgarten,11.771791809899177,2
Albert-Schneller-Weg,0.33128078332014405,2
Haulenbergstraße,0.2459419491287151,1
Kreuzackerstraße,0.33894308234962145,2
Mergelackerstraße,0.6870433336152736,2
Wettersteinstraße,3.1179838779424287,10
Gudrunstraße,0.27334480565585084,3
Grazer Straße,0.20765463079252863,2
Pfinzstraße,42.934098750993144,21
Bilfinger Straße,0.10483021076153068,1
Leußlerstraße,0.14802025642445865,1
Dietrichstraße,0.19787726185356797,2
Eckhartstraße,0.18727090412995906,1
Fritschlachweg,6.50327942586735,8
Weg Nummer 18,0.639097093084604,1
Weg Nummer 17,0.7044172124884397,1
Weg Nummer 1,1.3186087424439816,2
Bäumlesäcker,2.043045732469189,7
Am Anger,3.542523414927782,7
Lindenallee,1.5618680127177347,7
Hohlohstraße,4.186863824444944,9
Thomas-Mann-Straße,38.113676388640236,8
Kleiner Anger,1.53695999249529,5
Pappelallee,0.91769109917896,3
Feldblumenweg,0.13967553942430533,1
Wiesenblumenweg,0.1285377942552258,1
Karl-Delisle-Straße,0.8572818532511799,4
Hammäcker,0.32729319881127816,2
Brunnenäckerweg,1.0701159766512438,5
Heidenstückerweg,3.520393152502327,6
Im Mittelfeld,0.4744264663084667,3
Gebrüder-Bachert-Straße,1.3569418146730043,6
Gebrüder-Himmelheber-Straße,0.510506127422252,7
Windeckstraße,0.7692077970851087,3
Eichelbergstraße,1.819361159513643,4
Haubenkopfstraße,0.28655707513231676,1
Rennbergstraße,0.3152905237852265,1
Omerskopfstraße,0.1169913714711898,1
Mehliskopfstraße,0.11510162308800898,1
Hochkopfstraße,0.08541404533826447,1
Mauzenbergstraße,0.3334334612541656,1
Scheibenbergstraße,0.35451805096911015,1
Kübelkopfstraße,0.15883106083092463,1
Battertstraße,0.16404079724873413,1
Mittelbergstraße,0.16548616656995685,1
Langeckweg,0.15829730784188317,1
Joachim-Kurzaj-Weg,2.586744714187284,8
Esperantobrücke,0.05958229893212571,1
Albert-Braun-Straße,2.0059984103696173,9
Wilhelm-Leuschner-Straße,7.285839891035888,17
Otto-Wels-Straße,7.535013422189035,20
Bonhoefferstraße,1.0662068989949707,10
Helmut-Kern-Allee,0.6122927876807286,2
Goerdelerstraße,0.6796767228179226,7
Mittelschmallen,0.5829832408454454,4
Woerishofferstraße,0.5298500775661938,4
Ölgartenweg,0.11555639472469015,1
Lilienstraße,32.77083118267291,4
Goldgrundstraße,16.792604936510095,5
Malvenstraße,0.15175954658304386,1
Schattenstraße,0.16485867726316136,1
Querstraße,0.14018708573214675,1
Weiße-Rose-Weg,0.8240803488314214,1
Nussbaumweg,1.0431250670813317,4
Weg Nummer 16,0.3250463839791234,2
Kleinoberfeld,0.6852061980729045,6
Weg Nummer 5,0.9339985408310355,2
Mahlbergstraße,31.37143755328536,3
Holländerstraße,0.38245004994561155,1
Staufenbergweg,2.4668582866881423,9
Wattkopfstraße,1.4704820958795364,2
Panoramaweg,1.4848169685181762,6
Kreuzelbergstraße,2.8311912370117867,5
Elisabeth-von-Thadden-Straße,0.2512048107761438,3
Max-Habermann-Straße,0.12386930348779644,1
Laubstraße,0.1340826951144761,1
Brandenkopfstraße,0.5032626788613211,2
Falterweg,0.3552897927371955,1
Schliffkopfweg,2.021433997184461,9
Weg Nummer 3,0.6049485655594763,1
Hinter der Kirche,0.06966765007332629,1
Friedrich-Weick-Straße,1.8216363488259832,8
Kiebitzenweg,0.3043224135748722,1
Valentinstraße,0.5365800028382208,2
Badeniaplatz,0.7581079862017398,6
Weg Nummer 12,0.11589585268412939,1
Libellenweg,0.1288773659606624,1
Großer Pfad,0.2519436135297653,2
Strahlenburgweg,0.3307131011379839,3
Weg Nummer 8,0.14769280560919287,1
Storchenweg,33.738465894873464,5
Kranichweg,14.356037790197643,2
Großoberfeld,0.6638616012141665,3
Weidenweg,18.501902631884814,3
Weg Nummer 14,0.729307638744705,1
Hellbergstraße,0.5964008557884154,2
Eva-Maria-Buch-Straße,0.5360523831965137,4
Weg Nummer 11,0.46011137022869386,1
Weg Nummer 9,0.2833959566040109,1
Weg Nummer 10,0.49875593936294643,1
Weg Nummer 7,0.4367974503645544,1
Weg Nummer 4,0.68366353949044,1
Hermann-Müller-Würtz-Straße,1.5500058418493003,9
Saumweg,71.36477270962955,10
Weg Nummer 15,0.46746310881421693,1
Weg Nummer 19,0.6386070894362179,1
Karl-Flößer-Straße,1.370610882368379,7
Schwimmschulweg,6.043515994963867,4
Bienenstraße,0.1777107738679337,2
St.-Valentin-Platz,0.6744398059082537,3
Hahnenstraße,0.11102398373956088,2
Vorderstraße,4.427558009628861,9
Willi-Egler-Straße,0.5452997924025672,3
Frohngärtenweg,0.18697621653001215,1
Friedrich-Eberle-Straße,0.32399363974220574,2
Käppelestraße,2.5039621496027205,14
Friedrich-Raab-Straße,0.8376076918083851,6
Eppinger Straße,1.6077712387146608,7
Rintheimer Hauptstraße,14.353464771176416,51
Wattstraße,0.2857608429864865,1
G.-Braun-Straße,0.851346256041114,4
Huttenstraße,0.8938351993192891,5
Schillerstraße,121.5334294640573,25
Gondelsheimer Straße,1.0967624764135,7
Bei dem Elfmorgenbruch,0.4454935442399785,2
Friedrichstaler Allee,48.54102255491832,17
Karl-Knierer-Weg,15.772556427583421,7
Jägerhausweg,1.8490095985433836,4
Kurze Allee,4.311595911529367,7
Rosmarinweg,0.8632394170145224,4
Heideweg,23.700834854258144,3
Rotdornweg,9.313515892790962,2
Im Weiherwald,14.54834525207856,16
Gewann Kleinseeäcker,1.0904583163530541,3
Gewann Oberrossweide,0.5097408944422329,1
Pfarrer-Löw-Straße,0.08794147434190133,2
An der Wässerung,6.8061802741748245,9
Welschneureuter Straße,20.786082763801176,33
Linkenheimer Landstraße,42.28676930965233,71
Ahaweg,7.265731783705581,10
Erikaweg,0.09407527073622243,1
Alter Postweg,0.4626871897807076,2
Kaiserslauterner Straße,2.732046381735343,5
Schwarzdornweg,0.33333691971270407,2
Jasminweg,26.57376603068998,4
Arnikaweg,1.1334446667738098,3
Goldregenweg,0.5412244481042949,2
Jahnstraße,75.32918290303623,11
Fichtestraße,29.814249073754393,3
Lorbeerweg,1.010156504078557,8
Hagebuttenweg,0.47509451288749743,4
Hirschgrabenweg,0.8928477307621507,2
Sandweg,14.584264470949337,15
Ohmstraße,1.3667225325026324,6
Greschbachstraße,7.630257507349491,15
An der Rossweid,0.9305411965184052,1
Am Storrenacker,12.794479758707862,21
Johann-Strauß-Straße,1.1924121670379644,8
Dornwaldstraße,3.8510559791403054,13
Linkenheimer Allee,76.19484187428192,24
Sportplatzweg,33.03959102876072,9
Am Hardtwald,15.702012130600226,6
Spöcker Weg,7.411260451600815,11
Baro-Allee,5.519276625759141,4
Fritz-Haber-Straße,1.616211749312737,8
Stulzstraße,0.24963457045462517,1
Andreas-Hofer-Straße,0.3244565315725549,1
Robert-Blum-Straße,0.829354330998934,2
Sinnerstraße,0.4381593534455557,2
Koelreuterstraße,0.09007911338898011,1
Wilhelm-Tell-Straße,0.09662513804831355,1
Altfeldstraße,0.3022923282911657,1
Christian-Schneider-Straße,0.27642008951858854,1
Konradin-Kreutzer-Straße,0.8618926326527035,3
Boettgestraße,0.270780029480032,1
Durmersheimer Straße,41.2118310479204,46
Hopfenstraße,0.8889782756888959,3
Gerstenstraße,0.24462908329766664,1
Charlottenstraße,0.44343896200815436,2
Forchheimer Straße,15.558675692314416,3
Margarethenstraße,0.14773121174345435,2
Heinrich-Spachholz-Straße,0.19325108470028024,1
Johannes-Schuster-Weg,0.33250787840901025,3
Theodor-Söhner-Weg,0.7077832415755005,2
Appenmühlstraße,0.34541410288311974,2
Federbachstraße,0.7034377491000036,1
Taubenstraße,0.7820873649522523,2
Hanfstraße,0.22204269999227685,4
Pfarrstraße,1.3472547513293986,4
Pfalzstraße,15.184092652180006,8
Kirschstraße,1.3219702783119496,4
Hördtstraße,0.6315876925723399,3
Neuburger Straße,0.10351533297456329,1
Turnerstraße,1.3870162998214601,2
Agathenstraße,1.7383387046389265,3
Zanderweg,10.89138196018832,3
Karpfenweg,10.564466630088921,2
Langenackerstraße,0.35820461990263025,2
Besselstraße,0.31980712853889365,1
Kopernikusstraße,52.963354792470234,11
Römerstraße,140.03153629967736,15
Salmenstraße,0.20377991137077373,1
Schifferstraße,0.14742782638877092,1
Zollstraße,0.20314615092471283,1
Hermann-Hesse-Straße,0.6101890691835071,1
August-Dosenbach-Straße,0.5890880124572887,1
Gerhart-Hauptmann-Straße,20.804661700630394,4
Junker-und-Ruh-Brücke,0.3188963368990002,2
Birkenweg,88.93232016957313,8
Winkelriedstraße,0.14860278338383268,1
Gerberstraße,0.19246151409885695,1
Martin-Schongauer-Weg,1.6292773704889276,6
Holbeinstraße,0.3017970572478798,2
Rubensstraße,1.872569596981221,5
Hans-Baldung-Grien-Weg,0.4201384807542753,3
Albrecht-Altdorfer-Weg,0.2435568638212742,4
Frans-Hals-Weg,0.22529607962150983,1
Karl-Hubbuch-Weg,0.5749464856832316,2
Lucas-Cranach-Straße,0.30805769195381005,2
Dürerstraße,0.8582826238377284,3
Gürrichstraße,2.2765048746041323,4
Uhuweg,9.955546196521093,3
Amselweg,23.65393737252188,3
Drosselweg,33.0433597991451,4
Finkenweg,23.763255858069922,3
Kuckucksweg,10.383802435155525,3
Meisenweg,32.50029950918495,4
Stieglitzweg,10.31958416503778,2
Mitteltorstraße,1.1166882653284123,2
Schweigener Straße,0.6291694421415517,3
Bergzaberner Straße,1.3833345747265116,4
Jockgrimer Straße,0.1375162449540188,1
Hagenbacher Straße,0.14793615441882899,1
Bellheimer Straße,0.1457297959968309,1
Rülzheimer Straße,0.1375335568171829,1
Trierer Straße,0.24441320863042934,1
Sengestraße,0.2248583681313323,1
Ludwig-Windthorst-Straße,1.1583114878217675,2
Eugen-Richter-Straße,0.520713123285737,1
Heinrich-Köhler-Straße,0.09630065647664218,1
Josef-Schofer-Straße,0.28876503310349705,1
Bachenweg,3.688841678341019,9
Oberfeldstraße,66.42119944178727,7
Ankerstraße,0.5936510704522919,3
Krämerstraße,0.6616969537882412,1
Rheinstrandallee,3.566298684109751,6
Hammweg,2.145493534849763,5
Rappenwörtstraße,0.7682382475170892,2
Mörscher Straße,74.77887539755247,32
Bert-Brecht-Straße,0.6105254960122373,1
Franz-Abt-Straße,0.35052218794135825,1
Brückenstraße,4.559217685717041,14
Elisabethstraße,0.13548761351019983,1
Mühlenstraße,2.5193726379723382,7
Alter Brauhof,2.0856890636022336,15
Starenweg,10.40569153357941,2
Rosenhofweg,1.6896542888847377,5
Am Schulberg,0.8811172729927155,6
Rechts der langen Richtstatt,0.6349342900601794,5
Schönenberger Straße,0.4737009014748006,2
Am Pfad,1.0739660667030146,3
Petrus-Waldus-Straße,0.17437581421765094,1
Pralistraße,0.17500716401948427,1
Am Gartenberg,3.588733828613079,13
Am Alten Bahnhof,1.0502078530813272,1
Pfarrer-Graebener-Straße,0.56058270954072,1
Erich-Kästner-Straße,12.306030378905557,6
Theodor-Fontane-Straße,1.0707929572149137,3
Kirchhofstraße,58.97912143909534,6
Kirchfeldstraße,3.2415457395840197,4
Ina-Seidel-Straße,0.40389695501825873,1
Georg-Büchner-Straße,0.1987364566601497,1
Wilhelm-Raabe-Straße,0.193160272440131,1
Franz-Kafka-Straße,0.1911478905807542,1
Vogtstraße,0.1435323724551754,1
Gewerbering,16.084340328819078,3
Am Zinken,0.4777946289348871,1
Alte Friedrichstraße,10.085166619238526,8
Rotkehlchenweg,0.5036758242740093,2
Eisvogelweg,0.32229145729130815,2
Spechtweg,10.625196378336852,3
Schwalbenweg,15.096386074296168,3
Michael-Pacher-Weg,0.22887842079718024,2
Frankenthaler Straße,0.7143997713150778,2
Dürkheimer Straße,0.663473758721865,2
Anebosweg,0.3630494683387708,1
Limburgweg,0.2785338403087618,1
Ludwigshafener Straße,0.7278874950133242,2
Neustadter Straße,0.21142088936343373,1
Pirmasenser Straße,0.7902455615736738,2
Oppauer Straße,0.47019277349612854,2
Ibisweg,0.17526783942316976,1
Daniel-Lautier-Weg,0.10461400211640749,1
Stefan-Zweig-Straße,0.372754492321171,1
Nachtigallenweg,0.21035638431855477,1
Sperlingweg,15.005195592487308,4
Eichelhäherweg,0.16228986481807706,1
Friedhofstraße,146.19400374364838,11
Piemontstraße,0.17388616469296095,1
Germersheimer Straße,0.5202283520827461,1
Hertzstraße,199.1371355524157,40
Gutenbergstraße,7.492107439603995,3
Robert-Bosch-Straße,40.6339932238456,3
Bernhard-Lichtenberg-Straße,2.506913873153773,8
Gustav-Schulenburg-Straße,1.9842210631080224,8
Edith-Stein-Straße,0.4299028366717013,3
Maria-Terwiel-Straße,0.20667586024240117,1
Eugen-Geck-Straße,2.011221570775665,6
Beim Runden Plom,0.8264507575461936,1
Kleiner Plom,0.2760477230966091,1
Johanna-Kirchner-Straße,0.15985163236210556,1
Rudolf-Breitscheid-Straße,2.5764652676457036,8
Hansastraße,3.171462379379802,4
Südhafenstraße,0.07769055181330072,1
Hansastr.,0.053755441167355894,2
Südbeckenstraße,3.104464753522261,3
Am Mühlburger Bahnhof,1.319305242942775,4
Fettweisstraße,14.56848949004021,11
Wilhelm-Hausenstein-Allee,3.760189691157242,11
Weißenburger Straße,20.62987251932134,13
Neureuter Straße,43.83687369252988,76
Lederstraße,0.1634522471435419,2
Spitalstraße,9.10517482651142,2
Amthausstraße,0.3090615455617528,1
Straße des Roten Kreuzes,8.690935775671829,15
Fridtjof-Nansen-Straße,0.8895971031948563,1
Kleinbachstraße,0.36915503039271236,1
Schumannstraße,9.291781320274387,2
Printzstraße,1.5741060134339602,5
Lachenweg,4.725495364384946,21
Im Hirschwinkel,5.304541919213433,3
Belchenstraße,11.518114939697647,2
Lauenburger Straße,0.5401409331254803,2
Karl-Weysser-Straße,0.8526572739595771,6
Rittnertstraße,77.2311843966708,36
Seboldstraße,0.7959277333972858,3
An der Stadtmauer,0.22383888095532464,1
Karl Drais Weg,0.7749574379559583,2
Willi Meinzer Weg,7.805487443050635,5
Graf-von-Wiser-Weg,10.411160382546294,11
Teichlholzweg,1.2670306361694637,1
Büchiger Weg,0.9409502794485044,1
Franz-Xaver-Honold-Straße,1.8315470585627265,5
Wolfgang-Zeidler-Straße,0.09386927901581336,1
Gerhard-Leibholz-Straße,0.0862971023713803,1
Nördlicher Saufang Weg,1.4590512917526173,1
Postreiterweg,1.5718592786842376,1
Badener Straße,103.2209022833151,33
Funkerstraße,1.2512116962009383,2
Unten am Grötzinger Weg,0.6431498457516396,2
Grabener Allee,88.34235389668589,28
Bettina-von-Arnim-Weg,0.6248354894915605,2
Draisstraße,49.763389822647135,8
Königstraße,0.08440747200500937,1
Rappenstraße,0.33624760460401537,2
Bäderstraße,0.36842436489821545,3
Zunftstraße,0.5218842305059685,3
Saumarkt,0.2247962433098298,1
Am Zwinger,0.3527409970396401,3
Rollerstraße,0.059289354267735725,1
Leichtsandstraße,0.8562717708004762,4
Hatzelheckweg,0.24589150577235055,1
Umgehungsstraße,0.068159555104827,2
Kornblumenstraße,29.603124599119862,4
Dahlienstraße,25.614247806360645,3
Messeallee,11.985581924551466,19
Heckelweg,5.383847050059535,4
Messestraße,6.526002174131639,13
Messering,3.0910369964618947,7
Unterer Legel,1.2073374074906038,2
Am Tummelplatz,0.16886179071216992,1
Leo-Faller-Straße,0.16800998755534433,2
August-Kutterer-Straße,0.5304829715958226,1
Schlagfeldweg,0.0811225857286377,1
Dammfeld,3.377811441872086,9
Bienwaldstraße,8.549097410721794,2
Vogesenstraße,38.360866549219004,5
Kleinstraße,0.21428131006634324,1
Binsenschlauchallee,2.3073895412359366,3
Gedichtpfad,4.057913164127975,7
Unterer Dammweg,18.471504070754566,18
Erbprinzenhof,0.27819164527130524,4
Lohwiesenweg,1.15648982734285,2
Karl-Benz-Weg,0.34686370337296096,4
Scheffelstraße,95.29671456881216,15
Hildastraße,12.126914870080583,2
Gutleuthausstraße,0.614522026146658,3
Ludwig-Erhard-Straße,0.7452086138049862,4
Willy-Brandt-Straße,0.21180539547688523,1
Dörnigweg,48.820075828732925,6
Alexiusstraße,0.7345304446936507,4
Camill-Siegwarth-Straße,0.44021950771263935,2
Schröderstraße,0.6885317872266529,3
Berliner Platz,0.169647050724501,2
Brändströmstraße,0.14722395575492184,1
Theodor-Heuss-Straße,27.761237310400478,4
Breitscheidstraße,0.08615370954686674,1
Karl-Springer-Straße,0.21515183421456166,2
Ludwig-Albert-Straße,0.28324736736781,2
Freiherr-vom-Stein-Straße,1.3013753023257502,4
Kunzendorfer Straße,0.3304988293616619,5
An der Fayence,0.1943332779101672,1
Alter Graben,0.3029431482907871,2
Grenzstraße,0.7462263618685897,3
Neue Krautgärten,0.3340516935244735,1
Ada-Lovelace-Straße,0.7963096351610173,2
Pirolstraße,0.1323700322653229,1
Max-Laeuger-Straße,0.9267619707205198,3
Hermann-Köhl-Straße,0.4104282820739116,1
Ernst-Würtenberger-Straße,0.4100130202221858,1
Bruchwaldstraße,8.34172008032684,12
Am Viehweg,6.319305235219939,10
Im Stalbühl,0.49855507100667285,2
Knüppelsteg Weingartener Moor,0.4942566555445323,5
Jean-Ritzert-Straße,10.106255598029431,12
Dürrbachstraße,0.6281968290375671,2
Kastellstraße,0.6299813224999992,1
Am Friedhof,2.3788469815264928,11
Christofstraße,0.27824826338826697,2
Im Blumenwinkel,1.2728293289880923,5
Neuensteinstraße,0.8377332631246774,3
Lamprechtstraße,0.26559524828381054,1
Liebensteinstraße,0.31831685998323617,1
Alte Weingartener Straße,17.429911739269873,31
Zipser Straße,0.13757263081397011,1
Leutschauer Straße,0.30261436796347013,3
Oberlinstraße,7.046716365224688,4
Engelbert-Strobel-Straße,0.20124260136498612,2
Kremnitzer Straße,0.24984881494635364,3
Zur Gießerei,1.24640275632417,8
Göllnitzer Straße,0.31133010069388506,1
Imberstraße,1.0320226426743875,3
Brunnenhausstraße,0.1039950454927651,1
Machstraße,0.180579055013833,1
Bergbahnstraße,1.1881984505699104,5
Am Steinbruch,15.447653789629783,6
Posseltstraße,0.5703721551716925,3
Eichrodtweg,0.10986239299289301,1
Fechtstraße,0.14092708460479844,1
Nonnenbühl,0.1837081795627616,1
Auf den Lohn,0.9938581392056717,3
Am Stadtgraben,0.20190585791393167,3
Weiherhof,0.1576806282633434,1
Ellmendinger Straße,4.415325170686494,8
Gustav-Hofmann-Straße,1.1784902450510315,5
Heinstraße,0.14365510622615726,1
Biesestraße,0.11152621691364999,1
Karl-Seckinger-Straße,1.0392786962440501,2
Paul-Rein-Straße,0.1025525955976359,1
Fikentscherstraße,0.5295276900933996,2
Vogelsang,0.7752417174288786,3
Dekan-Hofheinz-Straße,0.15973556795115604,1
Am Kirchberg,1.3988126463916157,5
Fünfzig Morgen,0.9390031909443526,2
Köpfle,0.7156541709784134,2
Birkenwäldle,2.4293728401413732,3
Rosengarten,0.2465235197547641,1
Albert-Einstein-Straße,1.7351887372718908,6
Ersinger Straße,0.2616028936100389,1
Am Zündhütle,1.1859496148942534,7
Max-Born-Straße,0.6250991887635302,4
Walther-Bothe-Straße,0.26308375475953266,1
Max-von-Laue-Straße,0.20457700091701142,1
Bleichenhofstraße,0.1340372070630645,1
Maiblumenstraße,0.11283054997148481,1
Katzenbergstraße,0.507637645201699,4
Burgstraße,47.317158089976644,12
Rehbuckel,2.675209737899822,7
Fuchsbau,1.708108667158775,7
Neuer Weg,1.4176085571252746,3
Wieselweg,20.156222914916373,3
Iltisweg,0.4702826049736166,1
Am Grünberg,0.09781842498321149,1
Hopfenacker,0.5089326443152019,2
Rotenbüschle,0.4245719730993111,2
Wolfartsweierer Weg,2.2780579816156155,5
Schafweide,0.3502439820906487,2
Reihenstraße,0.15140474618313204,2
Zweibrückener Straße,46.558922005698165,3
Ebersteinstraße,0.097287508857139,1
Alter Weinberg,0.2762463472837859,1
Lindenstraße,50.51110356075426,5
Batzenhofweg,1.6918749643284943,2
Cannstatter Straße,0.6193261877455885,4
Ob der Eichhälden,0.5713496871156654,1
Ostpreußenstraße,0.557179884669821,2
Mecklenburger Straße,0.33826286736189964,1
Böhmerwaldstraße,0.5643892815239941,2
Stegwiesenstraße,0.09827536875573802,1
Am Rainle,0.157018326466169,1
In den Erlengärten,0.24007636146988778,1
Basler-Tor-Straße,1.470184165523485,5
Blattwiesenstraße,0.31251439155147304,1
Grundstraße,0.1856235586741937,1
Rathausstraße,106.07377898506209,8
Nordoststraße,1.2692122247602096,4
Hohenbergstraße,0.1919727980681938,1
Vorbergstraße,0.4198430466832797,1
Quellenstraße,0.1256501060239063,1
Brühlstraße,53.95218167901284,12
Wasgaustraße,0.8669634415132407,4
Bergstraße,95.44931213141194,9
Memeler Straße,0.32509926382147103,1
Fiduciastraße,7.468370183725716,36
Heubergstraße,0.12651708762276473,1
Hörgelstraße,1.142646911782458,3
Horbenloch,2.453390974227573,6
Zur Dorfwies,0.17253898314639654,1
Waiblinger Straße,0.8219871997418072,4
Reickertstraße,0.5053670143688951,1
Egerlandstraße,0.38136540904493854,2
Donaulandstraße,0.3621613739098445,1
Ulmer Straße,0.10069624476586982,1
Am Herrenweg,1.5744005966634076,6
Leonberger Straße,0.15340870601057705,1
Reutlinger Straße,1.7701035052410947,4
Zur Ziegelhütte,1.0509740377722776,6
Marbacher Straße,0.22404888004577797,1
Ludwigsburger Straße,0.5028920459306496,1
Henri-Arnaud-Straße,1.4301423056461147,6
Waldenserstraße,16.15062220597136,15
Am Wiesenacker,0.8842787144408745,6
Zur Seeplatte,0.15635676760557998,1
Im Kloth,2.113027913050934,12
Vierordtstraße,0.34335840275542034,1
Ob den Gärten,0.6728978464400277,2
Im Winterrot,2.416335576447669,7
Schänzle,0.4000085270424758,1
Rehbergweg,0.20346192966152288,1
Kalmitweg,0.20787559161550523,1
Donnersbergweg,0.5295632178310067,2
Hambacher Straße,0.43101944474044096,1
Kropsburgweg,1.1397359170339696,2
Maxburgweg,0.5524541984908842,2
Bergwaldstraße,1.961612146046449,4
Im Sonnental,0.4332858154913213,2
Am Schwalbenloch,0.9064943160728195,2
Im Hohengrund,0.14644530973607267,1
Ringelberghohl,4.750293300813262,7
Eugen-Wollfarth-Weg,0.1371654888445804,1
Hohenwettersbacher Weg,6.675210915111263,7
Strählerweg,3.631813236380784,7
Reithohl,2.183664923345298,6
Unterer Lichtenbergweg,0.22276819962890887,1
Mallenweg,0.4638812942489845,1
Scheelweg,0.27161710767164265,3
Im Unterviertel,0.2575972050873355,1
Rathausgasse,0.09182826292306485,2
Krumme Straße,0.18973572569148947,2
Im Gässle,0.18355396197242507,1
Martin-Luther-Straße,5.797852575731941,4
Mühlstraße,7.416847577478809,4
Feindhag,0.17971960756935104,2
Im Speitel,0.9376377644119045,2
Berghausener Straße,0.9289042465517332,3
Am Münchsberg,0.15969011639417532,1
Am Kegelsgrund,0.12126674989770672,1
In den Kuhwiesen,0.59060693587592,3
